cuenta_id,iban,tipo_cuenta,moneda_base,fecha_apertura,estado,saldo_actual,limite_diario,es_conjunta,canales_habilitados,pais_apertura,score_riesgo,ultima_actividad
CU001423,GT82BAGT000000001423,CORRIENTE,GTQ,2024-10-01,ACTIVA,26075.19,15499.85,false,MOBILE|API,GT,59.71,2026-04-19T05:40:05Z
CU001424,GT82BAGT000000001424,AHORRO,GTQ,2025-07-09,ACTIVA,16127.86,39931.45,false,MOBILE|WEB|API|ATM,GT,26.41,2026-04-17T21:00:46Z
CU001425,GT82BAGT000000001425,NOMINA,GTQ,2026-04-17,ACTIVA,3204.83,29351.61,false,MOBILE|API,GT,48.23,2026-04-20T05:35:50Z
CU001426,GT82BAGT000000001426,AHORRO,USD,2025-09-10,ACTIVA,-143202.02,40747.83,false,ATM|API,GT,35.28,2026-03-14T02:56:36Z
CU001427,GT82BAGT000000001427,EMPRESARIAL,GTQ,2025-09-02,ACTIVA,331580.36,35625.90,false,MOBILE|API,GT,37.46,2026-04-02T00:54:51Z
CU001428,GT82BAGT000000001428,CORRIENTE,GTQ,2025-01-30,ACTIVA,5886.95,7134.35,false,WEB|ATM|API|MOBILE,GT,39.54,2026-04-05T06:09:46Z
CU001429,GT82BAGT000000001429,CORRIENTE,USD,2024-12-17,ACTIVA,21127.41,8919.33,false,POS|WEB,GT,53.98,2026-02-12T17:40:25Z
CU001430,GT82BAGT000000001430,EMPRESARIAL,USD,2024-10-24,ACTIVA,191091.99,96206.11,false,POS|ATM,GT,41.29,2026-04-17T17:29:50Z
CU001431,GT82BAGT000000001431,AHORRO,GTQ,2022-12-19,ACTIVA,25135.87,38581.82,false,ATM|MOBILE|WEB|API,GT,31.05,2026-04-18T04:30:58Z
CU001432,GT82BAGT000000001432,EMPRESARIAL,GTQ,2025-08-24,ACTIVA,310833.82,94326.77,false,MOBILE|API|ATM,GT,21.76,2026-04-11T18:56:21Z
CU001433,GT82BAGT000000001433,CORRIENTE,GTQ,2025-02-23,ACTIVA,1482.51,41277.16,false,POS|MOBILE|WEB|API,GT,31.45,2026-04-11T14:02:56Z
CU001434,GT82BAGT000000001434,AHORRO,GTQ,2026-03-20,ACTIVA,21756.90,26772.82,false,API|ATM|WEB,GT,23.07,2026-04-04T21:47:13Z
CU001435,GT82BAGT000000001435,EMPRESARIAL,GTQ,2026-04-18,ACTIVA,305566.76,82157.89,false,API|ATM|WEB,GT,22.98,2026-04-20T15:34:59Z
CU001436,GT82BAGT000000001436,AHORRO,GTQ,2026-03-25,ACTIVA,30090.86,22603.10,false,API|MOBILE,GT,49.83,2026-04-01T17:01:19Z
CU001437,GT82BAGT000000001437,EMPRESARIAL,GTQ,2023-02-15,ACTIVA,45115.25,141858.78,false,ATM|WEB,GT,37.71,2026-04-18T22:47:42Z
CU001438,GT82BAGT000000001438,AHORRO,GTQ,2024-05-12,ACTIVA,8715.83,17422.28,false,POS|ATM|WEB|MOBILE,GT,44.77,2026-04-20T12:06:48Z
CU001439,GT82BAGT000000001439,CORRIENTE,GTQ,2026-04-15,ACTIVA,44893.48,40549.78,false,API|ATM,GT,15.95,2026-04-10T09:32:55Z
CU001440,GT82BAGT000000001440,CORRIENTE,USD,2018-10-31,CERRADA,-92606.91,34775.49,false,ATM|WEB|MOBILE,GT,44.91,2026-03-29T17:46:29Z
CU001441,GT82BAGT000000001441,AHORRO,GTQ,2020-06-14,ACTIVA,17449.73,29439.63,false,WEB|MOBILE|POS|ATM,GT,21.55,2026-04-18T04:17:02Z
CU001442,GT82BAGT000000001442,NOMINA,USD,2025-07-22,ACTIVA,22773.88,46301.56,false,MOBILE|API,GT,58.11,2026-04-11T14:34:03Z
CU001443,GT82BAGT000000001443,AHORRO,USD,2024-09-13,ACTIVA,35532.14,23346.68,true,POS|WEB,GT,51.95,2026-04-19T23:12:25Z
CU001444,GT82BAGT000000001444,AHORRO,GTQ,2024-05-14,ACTIVA,33384.94,47469.44,true,POS|MOBILE|API|WEB,GT,48.53,2026-04-07T13:04:48Z
CU001445,GT82BAGT000000001445,CORRIENTE,USD,2023-06-18,ACTIVA,60129.47,28430.91,false,POS|API|MOBILE,GT,44.17,2026-04-16T08:27:28Z
CU001446,GT82BAGT000000001446,NOMINA,GTQ,2021-11-16,ACTIVA,12661.44,12540.35,false,POS|MOBILE|ATM,GT,51.33,2026-04-17T15:48:40Z
CU001447,GT82BAGT000000001447,CORRIENTE,GTQ,2025-06-22,BLOQUEADA,9664.40,23343.23,false,POS|MOBILE|WEB,GT,65.51,2026-04-06T13:38:36Z
CU001448,GT82BAGT000000001448,CORRIENTE,GTQ,2018-12-24,ACTIVA,197670.56,8808.93,false,POS|WEB|API,GT,73.84,2026-04-04T11:43:52Z
CU001449,GT82BAGT000000001449,AHORRO,GTQ,2024-11-23,ACTIVA,112023.54,8491.14,false,API|MOBILE,GT,40.07,2026-03-31T16:28:02Z
CU001450,GT82BAGT000000001450,AHORRO,GTQ,2025-03-16,ACTIVA,-1413.49,37216.86,false,API|ATM,GT,17.64,2026-04-12T09:20:50Z
CU001451,GT82BAGT000000001451,AHORRO,GTQ,2022-06-19,ACTIVA,8972.86,30656.32,false,WEB|API,GT,56.67,2026-04-11T16:51:23Z
CU001452,GT82BAGT000000001452,AHORRO,GTQ,2025-11-29,ACTIVA,-132630.74,32965.18,false,MOBILE|API|ATM,GT,56.15,2026-04-09T03:15:57Z
CU001453,GT82BAGT000000001453,EMPRESARIAL,GTQ,2021-04-25,ACTIVA,96088.30,32308.83,false,API|ATM|POS,GT,47.94,2026-03-27T22:43:16Z
CU001454,GT82BAGT000000001454,AHORRO,GTQ,2021-08-22,ACTIVA,7148.21,42165.45,false,POS|ATM|API|MOBILE,GT,19.48,2026-04-04T17:24:39Z
CU001455,GT82BAGT000000001455,CORRIENTE,GTQ,2023-04-01,ACTIVA,64767.31,47103.72,false,MOBILE|ATM,GT,30.35,2026-04-05T12:45:30Z
CU001456,GT82BAGT000000001456,AHORRO,USD,2024-11-12,ACTIVA,13654.79,19562.43,true,ATM|POS|WEB|API,GT,62.28,2026-04-04T17:14:54Z
CU001457,GT82BAGT000000001457,CORRIENTE,GTQ,2026-01-05,ACTIVA,66748.27,18997.42,false,POS|API|WEB,GT,13.85,2026-04-05T06:36:22Z
CU001458,GT82BAGT000000001458,NOMINA,GTQ,2023-11-01,ACTIVA,654.32,19952.02,false,ATM|API|MOBILE,GT,30.76,2026-03-02T11:53:46Z
CU001459,GT82BAGT000000001459,NOMINA,GTQ,2023-06-08,BLOQUEADA,36182.78,44816.68,true,ATM|POS|WEB|API,GT,52.31,2026-03-31T13:00:38Z
CU001460,GT82BAGT000000001460,EMPRESARIAL,GTQ,2023-01-08,ACTIVA,235095.16,55992.83,false,POS|WEB,GT,28.46,2026-03-29T14:49:50Z
CU001461,GT82BAGT000000001461,CORRIENTE,GTQ,2023-06-01,CERRADA,10517.71,47725.29,false,WEB|POS,GT,44.72,2026-03-29T12:49:26Z
CU001462,GT82BAGT000000001462,AHORRO,GTQ,2020-05-27,ACTIVA,35186.86,24358.75,false,API|WEB|ATM,GT,23.11,2026-03-29T15:11:29Z
CU001463,GT82BAGT000000001463,AHORRO,GTQ,2025-02-16,ACTIVA,19540.23,24230.68,false,MOBILE|WEB|POS,GT,50.79,2026-03-30T01:08:09Z
CU001464,GT82BAGT000000001464,AHORRO,USD,2022-02-04,ACTIVA,28333.76,18704.19,false,POS|MOBILE|ATM,GT,16.61,2026-04-04T01:06:12Z
CU001465,GT82BAGT000000001465,AHORRO,GTQ,2025-01-15,ACTIVA,12283.03,17524.82,false,MOBILE|API,GT,43.65,2026-04-14T01:52:53Z
CU001466,GT82BAGT000000001466,CORRIENTE,GTQ,2022-12-11,ACTIVA,52330.12,26265.57,false,MOBILE|ATM|API|POS,GT,12.38,2026-04-11T07:01:04Z
CU001467,GT82BAGT000000001467,AHORRO,GTQ,2025-06-15,ACTIVA,8584.26,10979.95,false,WEB|MOBILE,GT,36.20,2026-04-08T13:44:47Z
CU001468,GT82BAGT000000001468,AHORRO,USD,2019-04-03,ACTIVA,8677.26,13357.22,true,MOBILE|ATM,GT,49.62,2026-02-05T03:57:20Z
CU001469,GT82BAGT000000001469,CORRIENTE,USD,2023-08-22,ACTIVA,33856.41,24957.58,false,ATM|WEB,GT,15.52,2026-04-19T01:34:50Z
CU001470,GT82BAGT000000001470,AHORRO,USD,2026-02-02,ACTIVA,-4595.00,10756.93,false,POS|WEB|ATM,GT,25.57,2026-04-15T07:58:10Z
CU001471,GT82BAGT000000001471,EMPRESARIAL,GTQ,2025-03-15,ACTIVA,238912.81,45518.37,true,API|ATM,GT,48.99,2026-03-29T12:01:49Z
CU001472,GT82BAGT000000001472,NOMINA,GTQ,2025-08-09,ACTIVA,30611.00,37497.04,false,API|ATM|WEB,GT,58.33,2026-04-19T02:59:16Z
CU001473,GT82BAGT000000001473,AHORRO,GTQ,2019-08-22,ACTIVA,12071.77,15700.87,false,ATM|API|POS,GT,32.71,2026-02-24T02:38:11Z
CU001474,GT82BAGT000000001474,EMPRESARIAL,GTQ,2025-04-23,ACTIVA,288917.82,78444.12,false,API|WEB|POS|ATM,GT,17.14,2026-04-05T12:04:29Z
CU001475,GT82BAGT000000001475,AHORRO,GTQ,2024-11-09,BLOQUEADA,35743.57,33240.99,false,POS|WEB|ATM|MOBILE,GT,33.11,2026-03-31T18:17:08Z
CU001476,GT82BAGT000000001476,CORRIENTE,USD,2021-12-24,BLOQUEADA,21072.93,34296.37,false,ATM|POS,GT,36.45,2026-04-02T14:32:56Z
CU001477,GT82BAGT000000001477,AHORRO,GTQ,2025-10-13,ACTIVA,21793.22,31711.88,false,API|ATM|MOBILE|POS,GT,27.60,2026-04-03T10:43:36Z
CU001478,GT82BAGT000000001478,AHORRO,GTQ,2023-05-07,ACTIVA,36028.07,14306.84,false,ATM|MOBILE|WEB|POS,GT,51.31,2026-04-20T13:31:07Z
CU001479,GT82BAGT000000001479,CORRIENTE,GTQ,2022-12-12,ACTIVA,34307.08,26051.96,false,POS|API|WEB,GT,16.67,2026-04-17T16:14:30Z
CU001480,GT82BAGT000000001480,NOMINA,GTQ,2023-08-05,ACTIVA,37091.83,34304.63,false,ATM|MOBILE|WEB|API,GT,42.70,2026-03-16T14:48:34Z
CU001481,GT82BAGT000000001481,CORRIENTE,GTQ,2020-09-30,ACTIVA,37811.43,55331.59,false,ATM|API|MOBILE|WEB,GT,23.41,2026-04-17T00:54:27Z
CU001482,GT82BAGT000000001482,CORRIENTE,USD,2024-01-06,ACTIVA,41215.54,26182.30,false,ATM|API|WEB|MOBILE,GT,37.95,2026-04-06T22:58:46Z
CU001483,GT82BAGT000000001483,AHORRO,GTQ,2024-08-08,ACTIVA,1848.45,44504.41,false,ATM|POS|MOBILE,GT,27.47,2026-04-07T09:46:55Z
CU001484,GT82BAGT000000001484,NOMINA,USD,2025-12-08,ACTIVA,4358.22,15548.69,false,MOBILE|WEB,GT,45.42,2026-04-03T12:05:00Z
CU001485,GT82BAGT000000001485,AHORRO,GTQ,2025-07-20,ACTIVA,20046.84,39352.91,false,ATM|WEB|API|POS,GT,25.83,2026-04-21T05:19:37Z
CU001486,GT82BAGT000000001486,NOMINA,GTQ,2025-04-06,ACTIVA,1043.85,21946.47,false,API|WEB,GT,25.98,2026-04-15T21:31:23Z
CU001487,GT82BAGT000000001487,NOMINA,GTQ,2023-05-12,ACTIVA,1198.39,6082.52,false,WEB|API,GT,33.55,2026-04-16T12:15:04Z
CU001488,GT82BAGT000000001488,CORRIENTE,GTQ,2022-11-27,ACTIVA,22270.16,21737.82,false,ATM|POS,GT,23.93,2026-04-09T16:04:55Z
CU001489,GT82BAGT000000001489,CORRIENTE,GTQ,2024-12-18,ACTIVA,48814.55,33535.36,false,MOBILE|WEB|ATM|POS,GT,11.75,2026-04-09T22:38:27Z
CU001490,GT82BAGT000000001490,AHORRO,GTQ,2024-08-07,CERRADA,4347.98,46223.48,false,API|WEB|ATM|POS,GT,55.05,2026-03-30T11:01:27Z
CU001491,GT82BAGT000000001491,CORRIENTE,GTQ,2021-02-25,CERRADA,30110.69,27470.14,false,API|ATM|POS|MOBILE,GT,46.41,2026-04-16T15:57:13Z
CU001492,GT82BAGT000000001492,AHORRO,USD,2026-04-04,ACTIVA,6265.37,30215.33,true,ATM|API|WEB,GT,31.46,2026-04-18T14:46:37Z
CU001493,GT82BAGT000000001493,AHORRO,GTQ,2024-11-13,ACTIVA,12900.21,33259.54,false,API|POS|ATM|WEB,GT,29.56,2026-04-11T14:42:54Z
CU001494,GT82BAGT000000001494,AHORRO,GTQ,2020-11-10,ACTIVA,5813.80,39006.64,false,POS|ATM|WEB,GT,44.99,2026-04-19T14:13:10Z
CU001495,GT82BAGT000000001495,AHORRO,GTQ,2025-09-15,CERRADA,19524.45,27135.44,false,WEB|POS,GT,49.03,2026-04-10T19:28:44Z
CU001496,GT82BAGT000000001496,AHORRO,GTQ,2023-08-24,BLOQUEADA,109707.47,28437.49,false,WEB|ATM|POS|API,GT,63.20,2026-04-19T02:25:43Z
CU001497,GT82BAGT000000001497,AHORRO,USD,2024-09-30,ACTIVA,152546.69,25229.95,false,WEB|API|MOBILE,GT,28.40,2026-04-09T05:58:14Z
CU001498,GT82BAGT000000001498,EMPRESARIAL,USD,2025-09-30,BLOQUEADA,189782.83,34989.75,false,WEB|ATM|MOBILE|POS,GT,38.95,2026-04-01T20:49:49Z
CU001499,GT82BAGT000000001499,CORRIENTE,GTQ,2025-07-19,ACTIVA,28750.03,8597.65,false,POS|API|WEB|MOBILE,GT,18.91,2026-04-20T00:49:46Z
CU001500,GT82BAGT000000001500,CORRIENTE,GTQ,2024-06-20,ACTIVA,26695.33,28162.07,false,API|WEB,GT,47.94,2026-04-16T13:12:55Z
CU001501,GT82BAGT000000001501,NOMINA,GTQ,2025-11-19,ACTIVA,36763.56,39037.09,false,ATM|API|MOBILE|POS,GT,44.19,2026-04-18T01:18:42Z
CU001502,GT82BAGT000000001502,AHORRO,USD,2023-11-26,ACTIVA,31992.00,10727.36,false,MOBILE|POS|WEB,GT,54.19,2026-03-27T07:51:30Z
CU001503,GT82BAGT000000001503,CORRIENTE,USD,2026-04-11,ACTIVA,7039.84,43182.57,false,ATM|POS,GT,29.05,2026-04-18T20:02:44Z
CU001504,GT82BAGT000000001504,AHORRO,USD,2025-12-09,ACTIVA,6506.95,31141.06,false,WEB|API|MOBILE,GT,40.33,2026-04-16T19:57:02Z
CU001505,GT82BAGT000000001505,AHORRO,GTQ,2026-04-16,ACTIVA,6999.64,44017.55,false,POS|API|MOBILE|ATM,GT,46.63,2026-04-20T02:32:11Z
CU001506,GT82BAGT000000001506,AHORRO,GTQ,2025-03-01,ACTIVA,5310.54,30048.21,false,WEB|MOBILE,GT,35.05,2026-04-03T17:32:12Z
CU001507,GT82BAGT000000001507,AHORRO,GTQ,2025-12-12,ACTIVA,28165.52,45041.73,false,MOBILE|ATM|WEB,GT,25.48,2026-04-20T07:26:02Z
CU001508,GT82BAGT000000001508,CORRIENTE,GTQ,2023-12-08,ACTIVA,58339.12,9558.86,false,MOBILE|WEB|API,GT,33.56,2026-03-08T14:34:31Z
CU001509,GT82BAGT000000001509,AHORRO,GTQ,2024-04-21,ACTIVA,-2261.06,26882.45,false,WEB|API|MOBILE|POS,GT,31.74,2026-04-02T05:01:05Z
CU001510,GT82BAGT000000001510,CORRIENTE,GTQ,2026-03-19,ACTIVA,11562.77,15823.36,false,MOBILE|API|WEB|ATM,GT,58.53,2026-04-21T10:58:59Z
CU001511,GT82BAGT000000001511,CORRIENTE,USD,2025-07-22,ACTIVA,29685.95,49067.54,false,ATM|WEB|POS|API,GT,30.08,2026-04-09T21:43:12Z
CU001512,GT82BAGT000000001512,AHORRO,GTQ,2024-09-13,ACTIVA,-1640.20,41007.02,false,POS|ATM|WEB|MOBILE,GT,12.89,2026-03-05T22:16:58Z
CU001513,GT82BAGT000000001513,CORRIENTE,GTQ,2022-05-25,ACTIVA,20099.19,16863.19,false,API|ATM,GT,32.77,2026-04-20T09:58:41Z
CU001514,GT82BAGT000000001514,AHORRO,USD,2025-02-19,CERRADA,130253.21,48547.34,false,ATM|API|WEB,GT,50.12,2026-03-28T06:12:32Z
CU001515,GT82BAGT000000001515,CORRIENTE,GTQ,2023-04-07,ACTIVA,72493.72,5249.50,false,API|POS|ATM|WEB,GT,31.61,2026-01-17T07:04:56Z
CU001516,GT82BAGT000000001516,CORRIENTE,USD,2022-12-20,ACTIVA,7478.57,53684.03,false,API|POS|WEB,GT,23.58,2026-04-14T11:47:45Z
CU001517,GT82BAGT000000001517,NOMINA,GTQ,2025-06-20,ACTIVA,13394.28,19450.16,false,MOBILE|POS|WEB,GT,61.13,2026-03-29T19:40:19Z
CU001518,GT82BAGT000000001518,AHORRO,USD,2025-12-17,ACTIVA,12259.71,49849.50,false,API|WEB,GT,50.75,2026-04-09T13:02:18Z
CU001519,GT82BAGT000000001519,AHORRO,USD,2024-07-18,ACTIVA,-4319.42,21981.44,false,WEB|ATM|API,GT,59.17,2026-04-05T20:25:48Z
CU001520,GT82BAGT000000001520,NOMINA,GTQ,2023-10-31,ACTIVA,32331.99,43263.35,true,API|MOBILE|ATM,GT,31.38,2026-04-14T21:23:06Z
CU001521,GT82BAGT000000001521,EMPRESARIAL,USD,2025-03-28,ACTIVA,167113.27,85390.74,true,POS|ATM|API,GT,32.81,2026-04-08T10:26:02Z
CU001522,GT82BAGT000000001522,NOMINA,GTQ,2024-07-07,ACTIVA,24448.70,48969.37,false,POS|ATM,GT,49.04,2026-04-04T03:40:25Z
CU001523,GT82BAGT000000001523,CORRIENTE,GTQ,2023-05-12,BLOQUEADA,9836.47,46517.76,true,WEB|POS|ATM,GT,48.14,2026-02-25T02:28:12Z
CU001524,GT82BAGT000000001524,NOMINA,USD,2025-05-30,ACTIVA,36627.56,29009.41,false,ATM|API,GT,53.59,2026-03-13T01:39:08Z
CU001525,GT82BAGT000000001525,CORRIENTE,GTQ,2025-02-20,ACTIVA,3611.48,45167.82,false,ATM|API|WEB|MOBILE,GT,17.51,2026-04-14T20:04:30Z
CU001526,GT82BAGT000000001526,EMPRESARIAL,GTQ,2024-08-22,ACTIVA,155544.73,107497.52,false,WEB|POS|ATM,GT,36.92,2026-03-28T04:11:55Z
CU001527,GT82BAGT000000001527,CORRIENTE,USD,2025-10-24,ACTIVA,43355.59,13942.84,true,API|WEB|POS|ATM,GT,30.00,2026-04-10T20:51:39Z
CU001528,GT82BAGT000000001528,NOMINA,USD,2024-11-18,ACTIVA,5671.19,23308.78,false,POS|WEB|MOBILE,GT,58.17,2026-04-17T04:35:50Z
CU001529,GT82BAGT000000001529,CORRIENTE,USD,2021-05-29,ACTIVA,19456.72,6406.38,false,WEB|API|POS,GT,28.66,2026-04-21T11:42:41Z
CU001530,GT82BAGT000000001530,AHORRO,GTQ,2019-01-19,ACTIVA,31835.14,49527.33,false,API|POS|WEB|MOBILE,GT,23.29,2026-04-11T08:57:48Z
CU001531,GT82BAGT000000001531,AHORRO,GTQ,2026-01-01,ACTIVA,28305.24,3399.56,true,WEB|MOBILE,GT,30.72,2026-03-24T12:28:20Z
CU001532,GT82BAGT000000001532,NOMINA,GTQ,2025-06-17,ACTIVA,104890.38,8809.21,false,POS|WEB|MOBILE|ATM,GT,36.89,2026-04-15T18:58:30Z
CU001533,GT82BAGT000000001533,AHORRO,USD,2023-12-05,ACTIVA,-33.19,41214.62,false,MOBILE|WEB,GT,37.16,2026-03-19T04:37:52Z
CU001534,GT82BAGT000000001534,AHORRO,GTQ,2026-03-15,ACTIVA,33798.95,18491.94,false,WEB|ATM|API,GT,44.97,2026-04-20T21:25:52Z
CU001535,GT82BAGT000000001535,NOMINA,GTQ,2023-08-14,ACTIVA,29739.37,41236.30,false,API|MOBILE|POS,GT,16.20,2026-04-19T11:41:50Z
CU001536,GT82BAGT000000001536,AHORRO,GTQ,2021-05-14,ACTIVA,13520.78,32067.10,false,API|POS|WEB|MOBILE,GT,31.59,2026-04-19T23:09:34Z
CU001537,GT82BAGT000000001537,AHORRO,GTQ,2026-02-20,ACTIVA,20776.51,21714.44,false,MOBILE|WEB|API,GT,32.06,2026-04-19T19:26:38Z
CU001538,GT82BAGT000000001538,CORRIENTE,GTQ,2025-05-05,BLOQUEADA,1409.13,11230.17,false,WEB|API|MOBILE,GT,30.09,2026-04-21T11:50:15Z
CU001539,GT82BAGT000000001539,AHORRO,GTQ,2025-12-30,ACTIVA,15709.07,10500.40,false,MOBILE|API,GT,36.13,2026-04-19T03:42:28Z
CU001540,GT82BAGT000000001540,CORRIENTE,GTQ,2022-01-29,ACTIVA,10400.73,56986.66,false,POS|API,GT,23.82,2026-04-03T08:08:18Z
CU001541,GT82BAGT000000001541,AHORRO,GTQ,2025-06-11,ACTIVA,1997.86,49225.48,false,POS|MOBILE|API|ATM,GT,31.52,2026-03-22T18:00:10Z
CU001542,GT82BAGT000000001542,NOMINA,GTQ,2023-08-22,ACTIVA,25412.68,46574.25,false,POS|WEB|API,GT,23.58,2026-04-19T01:26:04Z
CU001543,GT82BAGT000000001543,CORRIENTE,GTQ,2024-09-07,ACTIVA,12319.54,5164.65,false,POS|WEB|ATM,GT,58.88,2026-04-17T15:07:25Z
CU001544,GT82BAGT000000001544,AHORRO,USD,2026-02-11,ACTIVA,31578.13,26957.20,true,API|MOBILE|WEB,GT,18.13,2026-04-11T16:20:19Z
CU001545,GT82BAGT000000001545,CORRIENTE,GTQ,2024-11-08,ACTIVA,1442.12,23743.51,false,ATM|POS|MOBILE|API,GT,36.32,2026-03-26T11:07:10Z
CU001546,GT82BAGT000000001546,AHORRO,GTQ,2022-05-07,ACTIVA,-60063.15,33983.90,false,ATM|POS,GT,45.54,2026-03-22T10:26:44Z
CU001547,GT82BAGT000000001547,NOMINA,USD,2023-09-11,ACTIVA,30045.04,12606.09,false,WEB|POS|API|ATM,GT,38.44,2026-04-17T21:40:23Z
CU001548,GT82BAGT000000001548,AHORRO,USD,2024-03-03,ACTIVA,24032.19,38317.97,false,WEB|API,GT,44.04,2026-03-29T10:51:28Z
CU001549,GT82BAGT000000001549,AHORRO,GTQ,2025-01-08,ACTIVA,12082.25,46507.79,false,POS|ATM|MOBILE|WEB,GT,31.38,2026-03-29T18:50:52Z
CU001550,GT82BAGT000000001550,AHORRO,USD,2026-03-18,ACTIVA,3096.17,42085.84,false,ATM|MOBILE|WEB,GT,35.76,2026-04-05T05:56:47Z
CU001551,GT82BAGT000000001551,AHORRO,GTQ,2025-11-25,ACTIVA,18515.70,6012.93,false,POS|MOBILE|API,GT,40.87,2026-04-14T18:02:25Z
CU001552,GT82BAGT000000001552,CORRIENTE,GTQ,2025-11-30,ACTIVA,34433.47,24068.68,false,MOBILE|POS|API|WEB,GT,34.15,2026-04-10T03:03:54Z
CU001553,GT82BAGT000000001553,AHORRO,GTQ,2024-07-19,ACTIVA,9784.76,9182.28,true,POS|ATM,GT,64.15,2026-04-20T12:59:37Z
CU001554,GT82BAGT000000001554,CORRIENTE,USD,2025-01-18,BLOQUEADA,24613.05,29502.39,false,MOBILE|POS,GT,45.41,2026-03-05T21:58:36Z
CU001555,GT82BAGT000000001555,NOMINA,GTQ,2026-04-13,ACTIVA,32598.20,16524.87,false,MOBILE|POS|WEB,GT,50.80,2026-04-17T15:28:40Z
CU001556,GT82BAGT000000001556,CORRIENTE,GTQ,2022-10-07,ACTIVA,37507.43,52314.69,false,API|MOBILE|ATM|POS,GT,25.98,2026-03-14T19:29:20Z
CU001557,GT82BAGT000000001557,EMPRESARIAL,USD,2024-07-18,ACTIVA,375978.94,145145.10,false,WEB|MOBILE|POS,GT,16.18,2026-04-19T06:47:19Z
CU001558,GT82BAGT000000001558,NOMINA,GTQ,2025-10-04,ACTIVA,34405.85,8030.84,false,ATM|WEB|MOBILE|POS,GT,46.92,2026-04-04T05:48:12Z
CU001559,GT82BAGT000000001559,AHORRO,GTQ,2024-01-10,ACTIVA,22152.92,28774.81,false,API|POS,GT,27.88,2026-04-10T00:33:46Z
CU001560,GT82BAGT000000001560,AHORRO,GTQ,2025-08-28,ACTIVA,28518.07,19678.92,false,POS|WEB,GT,32.06,2026-03-12T12:04:16Z
CU001561,GT82BAGT000000001561,AHORRO,GTQ,2023-12-31,ACTIVA,6456.87,41460.94,false,POS|ATM|WEB|API,GT,63.31,2026-04-21T10:13:58Z
CU001562,GT82BAGT000000001562,AHORRO,USD,2024-03-24,ACTIVA,9226.02,26943.41,true,API|MOBILE|POS,GT,30.77,2026-03-23T02:38:59Z
CU001563,GT82BAGT000000001563,AHORRO,GTQ,2024-10-05,ACTIVA,4511.49,31796.03,false,API|POS|MOBILE,GT,57.66,2026-04-21T05:40:06Z
CU001564,GT82BAGT000000001564,AHORRO,GTQ,2019-08-26,BLOQUEADA,35057.80,32539.44,false,API|POS,GT,43.57,2026-03-06T02:32:33Z
CU001565,GT82BAGT000000001565,NOMINA,GTQ,2021-04-24,ACTIVA,44123.00,7881.56,false,API|WEB|POS,GT,40.32,2026-04-17T14:19:18Z
CU001566,GT82BAGT000000001566,AHORRO,GTQ,2026-03-09,ACTIVA,7617.37,48380.49,true,POS|WEB|API,GT,53.35,2026-03-14T16:43:23Z
CU001567,GT82BAGT000000001567,CORRIENTE,GTQ,2021-04-30,ACTIVA,49886.97,7598.63,false,API|POS,GT,22.30,2026-04-08T19:43:03Z
CU001568,GT82BAGT000000001568,NOMINA,GTQ,2024-09-08,ACTIVA,25279.96,24190.50,false,POS|MOBILE|ATM|WEB,GT,29.49,2026-04-08T12:44:39Z
CU001569,GT82BAGT000000001569,AHORRO,USD,2026-03-27,ACTIVA,48016.96,6258.64,false,API|ATM|POS,GT,54.62,2026-04-20T18:57:29Z
CU001570,GT82BAGT000000001570,AHORRO,GTQ,2024-02-13,ACTIVA,-56573.69,28288.65,false,WEB|MOBILE|ATM,GT,49.86,2026-04-08T21:14:54Z
CU001571,GT82BAGT000000001571,NOMINA,USD,2024-11-27,ACTIVA,11204.32,2816.68,false,WEB|POS|ATM,GT,42.99,2026-03-09T11:51:22Z
CU001572,GT82BAGT000000001572,AHORRO,GTQ,2025-10-11,ACTIVA,5021.54,18794.29,false,ATM|POS|WEB,GT,34.21,2026-04-21T10:13:58Z
CU001573,GT82BAGT000000001573,NOMINA,GTQ,2025-12-22,ACTIVA,24714.87,44263.31,false,API|ATM|MOBILE,GT,35.45,2026-04-08T11:52:55Z
CU001574,GT82BAGT000000001574,CORRIENTE,USD,2026-02-11,ACTIVA,25295.50,36735.92,false,POS|MOBILE|WEB|API,GT,32.62,2026-03-30T21:36:46Z
CU001575,GT82BAGT000000001575,CORRIENTE,GTQ,2021-08-05,ACTIVA,52223.83,9484.63,true,POS|MOBILE|WEB|ATM,GT,56.75,2026-03-31T09:03:55Z
CU001576,GT82BAGT000000001576,NOMINA,GTQ,2022-08-13,ACTIVA,7421.90,43365.70,false,MOBILE|POS|WEB,GT,23.47,2026-04-04T12:31:53Z
CU001577,GT82BAGT000000001577,AHORRO,USD,2026-04-07,ACTIVA,2696.64,8038.94,true,ATM|POS,GT,40.56,2026-03-07T07:13:15Z
CU001578,GT82BAGT000000001578,AHORRO,USD,2020-01-05,ACTIVA,40251.12,15028.59,false,WEB|MOBILE|ATM,GT,46.19,2026-04-19T09:52:03Z
CU001579,GT82BAGT000000001579,AHORRO,USD,2024-01-08,ACTIVA,18978.19,15083.22,false,POS|MOBILE,GT,23.67,2026-04-17T13:36:47Z
CU001580,GT82BAGT000000001580,AHORRO,USD,2022-02-03,ACTIVA,4676.61,21504.87,false,MOBILE|POS|WEB|ATM,GT,57.65,2026-04-08T12:15:14Z
