cliente_id,nombre_completo,documento_id,fecha_nacimiento,fecha_alta,segmento,ingresos_mensuales,pep,pais_residencia,riesgo_base,telefonos,emails,productos_activos,ultima_actualizacion
C000973,Paola Natalia Martinez Perez,DPI-8269472174100,1986-07-24,2018-11-29,PERSONAL,622.40,false,GT,19.49,+50224086980|+50227350786,paola.natalia.martinez.perez.973@correo.com,TARJETA_DEBITO|TARJETA_CREDITO|INVERSION,2026-04-08T12:44:11Z
C000974,Oscar Diego Reyes Diaz,DPI-1612690112489,1978-07-03,2024-04-29,PREMIUM,10991.12,false,GT,46.82,+50244491303,oscar.diego.reyes.diaz.974@correo.com,SEGURO,2026-01-06T02:25:30Z
C000975,Silvia Juan Castillo Flores,DPI-9696253506774,1978-02-08,2026-03-15,PREMIUM,6084.91,false,GT,50.72,+50260523922,silvia.juan.castillo.flores.975@correo.com,INVERSION,2026-01-05T07:33:20Z
C000976,Camila Karla Lopez Diaz,DPI-5238901750529,1963-11-08,2019-05-14,PYME,8850.48,false,GT,45.37,+50277447200|+50260328456,camila.karla.lopez.diaz.976@correo.com,AHORRO|TARJETA_DEBITO|TARJETA_CREDITO,2026-02-21T11:39:44Z
C000977,Oscar Paola Martinez Gonzalez,DPI-6815448576736,1976-04-09,2021-11-23,CORPORATIVO,26333.64,false,GT,55.27,+50271864531,oscar.paola.martinez.gonzalez.977@correo.com,CORRIENTE|AHORRO|TARJETA_CREDITO|TARJETA_DEBITO,2026-04-08T21:51:42Z
C000978,Natalia Monica Lopez Reyes,DPI-5278268321778,1971-07-24,2021-11-24,PERSONAL,1735.22,false,GT,40.60,+50259709465,natalia.monica.lopez.reyes.978@correo.com,INVERSION|TARJETA_CREDITO,2026-03-08T21:33:31Z
C000979,Karla Karla Rojas Garcia,DPI-1364175700888,1960-05-17,2021-06-08,PREMIUM,4643.03,false,MX,46.13,+50242767657|+50226869739,karla.karla.rojas.garcia.979@correo.com,CORRIENTE|INVERSION|PRESTAMO|AHORRO,2026-01-04T23:24:26Z
C000980,Sofia Oscar Lopez Cruz,DPI-3605951290801,1974-06-04,2020-11-24,PREMIUM,9868.00,false,GT,50.96,+50267466736,sofia.oscar.lopez.cruz.980@correo.com,PRESTAMO|SEGURO|AHORRO|TARJETA_DEBITO,2026-01-11T00:33:11Z
C000981,Natalia Sofia Mendez Santos,DPI-6977003201020,1976-06-05,2021-04-07,PYME,15418.78,false,GT,26.55,+50220265315|+50234258720,natalia.sofia.mendez.santos.981@correo.com,PRESTAMO|SEGURO|TARJETA_CREDITO|CORRIENTE,2026-02-14T00:23:11Z
C000982,Pablo Camila Martinez Flores,DPI-9802155216585,1998-05-05,2024-10-03,PYME,6451.79,false,GT,26.36,+50222657360,pablo.camila.martinez.flores.982@correo.com,CORRIENTE,2026-01-27T10:46:11Z
C000983,Patricia Lucia Pineda Diaz,DPI-4680196113029,1999-10-23,2025-11-02,PERSONAL,3148.76,false,GT,42.70,+50220008399|+50278985989,patricia.lucia.pineda.diaz.983@correo.com,TARJETA_CREDITO|TARJETA_DEBITO|INVERSION,2026-03-10T22:34:34Z
C000984,Oscar Jose Pineda Pineda,DPI-3411714030214,1989-07-25,2019-12-16,PERSONAL,3338.66,false,GT,39.17,+50227064332,oscar.jose.pineda.pineda.984@correo.com,INVERSION|CORRIENTE|TARJETA_CREDITO|PRESTAMO,2026-02-24T14:20:35Z
C000985,Monica Rafael Martinez Cruz,DPI-5483301241146,1970-07-17,2021-05-04,PREMIUM,7840.34,false,SV,35.43,+50227102963|+50262324758,monica.rafael.martinez.cruz.985@correo.com,TARJETA_DEBITO,2026-02-26T10:25:32Z
C000986,Juan Pablo Vasquez Ruiz,DPI-2062726847995,1994-11-13,2023-01-05,PYME,17452.95,false,GT,29.09,+50266717203,juan.pablo.vasquez.ruiz.986@correo.com,AHORRO|INVERSION|SEGURO,2026-02-05T23:21:20Z
C000987,Karla Lucia Ramirez Pineda,DPI-8928701509580,1998-08-14,2019-07-19,PYME,10927.73,false,GT,44.76,+50246430872|+50279273673,karla.lucia.ramirez.pineda.987@correo.com,TARJETA_CREDITO|CORRIENTE|SEGURO|TARJETA_DEBITO,2026-03-09T15:04:59Z
C000988,Alberto Ana Cifuentes Pineda,DPI-7383302832865,1980-12-25,2021-05-24,PERSONAL,2559.66,false,GT,28.20,+50254246223,alberto.ana.cifuentes.pineda.988@correo.com,SEGURO,2026-01-16T04:58:27Z
C000989,Andres Diego Martinez Cifuentes,DPI-5365331288219,1968-09-09,2025-05-02,PREMIUM,10900.84,false,HN,32.56,+50227670048|+50262261591,andres.diego.martinez.cifuentes.989@correo.com,SEGURO|TARJETA_CREDITO|TARJETA_DEBITO|PRESTAMO,2026-01-09T04:32:44Z
C000990,Pablo Natalia Cruz Cifuentes,DPI-2268294341500,1989-07-28,2026-04-09,PYME,17238.78,false,GT,29.44,+50228697435,pablo.natalia.cruz.cifuentes.990@correo.com,SEGURO,2026-03-04T16:31:02Z
C000991,Miguel Miguel Ruiz Pineda,DPI-2727438419146,1973-08-03,2025-09-28,PERSONAL,904.72,false,GT,39.43,+50248028803,miguel.miguel.ruiz.pineda.991@correo.com,INVERSION|AHORRO|CORRIENTE,2026-04-13T10:05:00Z
C000992,Jose Jose Cifuentes Perez,DPI-5319976514607,1995-06-14,2019-10-22,PERSONAL,1799.82,false,GT,21.08,+50230674277,jose.jose.cifuentes.perez.992@correo.com,INVERSION|AHORRO|TARJETA_CREDITO,2026-01-25T06:45:16Z
C000993,Mario Monica Diaz Hernandez,DPI-2452570055152,1992-05-20,2021-03-05,PREMIUM,9317.80,false,GT,34.40,+50265908859|+50230062877,mario.monica.diaz.hernandez.993@correo.com,AHORRO|CORRIENTE|TARJETA_DEBITO,2026-02-06T03:37:55Z
C000994,Juan Paola Ruiz Pineda,DPI-7502074157253,1959-10-31,2019-05-03,PERSONAL,3455.75,false,GT,26.71,+50279636288|+50234519168,juan.paola.ruiz.pineda.994@correo.com,INVERSION,2026-01-25T15:09:19Z
C000995,Silvia Silvia Pineda Mendez,DPI-2974891705711,2000-04-13,2018-11-12,PREMIUM,9196.28,false,GT,48.30,+50273983759,silvia.silvia.pineda.mendez.995@correo.com,CORRIENTE,2026-03-02T12:24:53Z
C000996,Esteban Karla Cifuentes Hernandez,DPI-7351412246867,1995-11-10,2021-10-07,PERSONAL,845.28,false,GT,41.81,+50259766922,esteban.karla.cifuentes.hernandez.996@correo.com,PRESTAMO|TARJETA_CREDITO|INVERSION,2026-02-22T16:30:27Z
C000997,Camila Lucia Mendez Diaz,DPI-6847892967018,2003-09-22,2019-01-08,CORPORATIVO,28117.17,false,GT,29.85,+50221981168,camila.lucia.mendez.diaz.997@correo.com,TARJETA_CREDITO|AHORRO|TARJETA_DEBITO|SEGURO,2026-01-23T06:22:23Z
C000998,Diego Patricia Hernandez Lopez,DPI-5335717952219,1988-11-06,2019-01-22,PERSONAL,2522.47,false,GT,22.55,+50267106645,diego.patricia.hernandez.lopez.998@correo.com,AHORRO,2026-01-15T07:26:57Z
C000999,Valeria Carlos Santos Cruz,DPI-5752470983236,1968-11-26,2018-01-07,PERSONAL,905.63,false,GT,30.82,+50230141500,valeria.carlos.santos.cruz.999@correo.com,SEGURO|INVERSION|PRESTAMO,2026-04-04T04:49:21Z
C001000,Jorge Diego Gonzalez Garcia,DPI-4608443092036,1978-05-19,2023-02-15,PERSONAL,1761.55,false,GT,18.98,+50238622230|+50238622310,jorge.diego.gonzalez.garcia.1000@correo.com,TARJETA_DEBITO|AHORRO|PRESTAMO|TARJETA_CREDITO,2026-04-06T01:06:29Z
C001001,Paola Alberto Ramirez Garcia,DPI-2425683529953,1996-11-16,2025-09-08,PERSONAL,2548.25,false,GT,19.21,+50243248005,paola.alberto.ramirez.garcia.1001@correo.com,AHORRO,2026-01-22T22:56:06Z
C001002,Monica Sofia Santos Lopez,DPI-9913535890185,1960-11-08,2022-11-21,CORPORATIVO,36108.81,false,GT,29.93,+50223467468,monica.sofia.santos.lopez.1002@correo.com,SEGURO|TARJETA_CREDITO|INVERSION,2026-03-28T10:35:13Z
C001003,Esteban Carlos Santos Cifuentes,DPI-6309659720022,1965-06-11,2024-02-20,CORPORATIVO,32849.86,false,US,38.87,+50222252001,esteban.carlos.santos.cifuentes.1003@correo.com,AHORRO,2026-02-22T15:57:45Z
C001004,Rafael Diego Vasquez Cifuentes,DPI-8448466536966,1975-01-15,2024-09-19,PERSONAL,1984.42,false,SV,48.28,+50266503273,rafael.diego.vasquez.cifuentes.1004@correo.com,TARJETA_CREDITO|CORRIENTE,2026-01-08T02:23:00Z
C001005,Karla Ana Flores Castillo,DPI-9994717468140,1981-11-06,2022-03-13,PREMIUM,3475.27,false,GT,56.37,+50266466622,karla.ana.flores.castillo.1005@correo.com,CORRIENTE|AHORRO,2026-03-07T21:25:59Z
C001006,Natalia Natalia Reyes Castillo,DPI-3909012394480,2005-04-29,2021-04-02,PERSONAL,1769.28,false,GT,26.77,+50232295631|+50277942381,natalia.natalia.reyes.castillo.1006@correo.com,AHORRO|PRESTAMO,2026-03-24T09:24:48Z
C001007,Camila Patricia Lopez Cruz,DPI-6407513677000,1970-02-26,2023-06-24,PERSONAL,2444.82,false,GT,37.48,+50232094541,camila.patricia.lopez.cruz.1007@correo.com,SEGURO,2026-01-19T02:01:01Z
C001008,Natalia Mario Rojas Diaz,DPI-3908291499123,1975-09-22,2019-06-17,PERSONAL,1670.81,false,GT,42.21,+50227910277|+50224476216,natalia.mario.rojas.diaz.1008@correo.com,AHORRO|TARJETA_CREDITO|INVERSION,2026-01-23T21:54:06Z
C001009,Gabriela Silvia Ruiz Santos,DPI-6186581528810,1989-09-15,2022-09-19,PERSONAL,3097.93,true,GT,63.32,+50257505245,gabriela.silvia.ruiz.santos.1009@correo.com,INVERSION|TARJETA_DEBITO|CORRIENTE,2026-03-15T23:08:06Z
C001010,Fernanda Alberto Ramirez Pineda,DPI-6315301801575,1956-09-20,2022-04-27,CORPORATIVO,69412.32,false,PA,56.10,+50230802289,fernanda.alberto.ramirez.pineda.1010@correo.com,CORRIENTE|TARJETA_CREDITO,2026-02-06T07:26:39Z
C001011,Carlos Gabriela Gonzalez Lopez,DPI-6405296894201,1989-01-31,2023-03-08,PYME,5388.93,true,GT,41.13,+50266962685,carlos.gabriela.gonzalez.lopez.1011@correo.com,AHORRO,2026-03-15T00:28:26Z
C001012,Rafael Miguel Vasquez Cruz,DPI-9406188075874,1994-04-22,2025-08-27,PYME,5386.17,false,GT,33.05,+50265914047,rafael.miguel.vasquez.cruz.1012@correo.com,CORRIENTE|TARJETA_CREDITO|PRESTAMO|AHORRO,2026-02-28T23:55:47Z
C001013,Oscar Natalia Castillo Rojas,DPI-3407166767549,1964-07-02,2019-04-21,PYME,5400.37,false,GT,28.95,+50253293821|+50276854921,oscar.natalia.castillo.rojas.1013@correo.com,CORRIENTE|PRESTAMO|AHORRO,2026-03-02T12:15:32Z
C001014,Esteban Gabriela Perez Vasquez,DPI-2793574965929,1960-04-16,2021-10-14,PERSONAL,2486.45,true,GT,64.98,+50233865523,esteban.gabriela.perez.vasquez.1014@correo.com,AHORRO|TARJETA_CREDITO|SEGURO|TARJETA_DEBITO,2026-04-12T12:54:45Z
C001015,Camila Ana Ruiz Diaz,DPI-6927820602324,1969-06-26,2023-05-04,PERSONAL,938.18,false,GT,45.25,+50242520575,camila.ana.ruiz.diaz.1015@correo.com,INVERSION,2026-02-08T11:09:15Z
C001016,Carlos Fernanda Hernandez Santos,DPI-7631512602039,1955-12-02,2023-11-23,PERSONAL,520.39,false,GT,44.76,+50245521605,carlos.fernanda.hernandez.santos.1016@correo.com,INVERSION|CORRIENTE|TARJETA_DEBITO|PRESTAMO,2026-03-05T23:18:10Z
C001017,Esteban Mario Martinez Morales,DPI-8658724357494,1989-09-22,2025-04-11,PERSONAL,3244.02,false,US,24.80,+50274610434,esteban.mario.martinez.morales.1017@correo.com,CORRIENTE|INVERSION,2026-03-11T12:37:17Z
C001018,Karla Daniela Reyes Santos,DPI-6938626966293,2005-03-20,2019-09-08,PERSONAL,2677.92,false,GT,29.18,+50274961982,karla.daniela.reyes.santos.1018@correo.com,TARJETA_CREDITO,2026-04-18T06:59:09Z
C001019,Maria Natalia Gonzalez Hernandez,DPI-5062809345656,1978-09-21,2025-02-15,PERSONAL,2028.75,false,GT,36.27,+50243910865,maria.natalia.gonzalez.hernandez.1019@correo.com,SEGURO|CORRIENTE|INVERSION|PRESTAMO,2026-02-16T14:22:32Z
C001020,Mario Natalia Reyes Ramirez,DPI-1418475127964,2001-09-17,2022-11-30,PERSONAL,1783.02,false,GT,35.40,+50235032648,mario.natalia.reyes.ramirez.1020@correo.com,INVERSION,2026-01-05T17:18:31Z
C001021,Fernanda Camila Cruz Martinez,DPI-7562686209963,1969-12-11,2019-11-19,PERSONAL,1257.66,false,GT,30.08,+50249709593,fernanda.camila.cruz.martinez.1021@correo.com,SEGURO|CORRIENTE|TARJETA_CREDITO,2026-01-23T20:38:30Z
C001022,Miguel Diego Vasquez Vasquez,DPI-3721239218205,1975-07-15,2021-04-30,PERSONAL,3387.25,false,GT,40.13,+50268940685,miguel.diego.vasquez.vasquez.1022@correo.com,INVERSION|SEGURO|TARJETA_DEBITO|TARJETA_CREDITO,2026-02-06T03:57:05Z
C001023,Esteban Diego Martinez Flores,DPI-2021355375012,1972-02-27,2023-02-16,PERSONAL,679.03,false,GT,20.29,+50225778020,esteban.diego.martinez.flores.1023@correo.com,INVERSION|AHORRO,2026-04-16T21:31:32Z
C001024,Ricardo Lucia Cifuentes Ruiz,DPI-1937684317620,1982-06-22,2018-01-30,CORPORATIVO,13247.07,false,GT,31.41,+50262583641,ricardo.lucia.cifuentes.ruiz.1024@correo.com,AHORRO|TARJETA_DEBITO|PRESTAMO,2026-03-20T17:28:34Z
C001025,Jose Jose Cruz Reyes,DPI-7419755811523,1967-05-26,2018-09-17,PREMIUM,9700.29,false,GT,34.39,+50273408310,jose.jose.cruz.reyes.1025@correo.com,CORRIENTE|PRESTAMO,2026-02-21T18:53:34Z
C001026,Alberto Silvia Garcia Gonzalez,DPI-4167285620322,1984-12-05,2019-05-03,PERSONAL,2581.38,false,US,40.24,+50236167883,alberto.silvia.garcia.gonzalez.1026@correo.com,SEGURO|TARJETA_CREDITO|TARJETA_DEBITO|PRESTAMO,2026-02-27T04:09:41Z
C001027,Fernanda Luis Castillo Diaz,DPI-1905855763968,1996-03-16,2025-03-20,PERSONAL,1964.12,false,GT,19.28,+50255320109,fernanda.luis.castillo.diaz.1027@correo.com,CORRIENTE,2026-02-27T01:00:49Z
C001028,Alberto Maria Vasquez Mendez,DPI-3599775974680,1971-07-31,2023-07-17,PERSONAL,2170.07,false,GT,31.62,+50223949718,alberto.maria.vasquez.mendez.1028@correo.com,AHORRO,2026-04-07T06:27:13Z
C001029,Patricia Sofia Cifuentes Reyes,DPI-6188420844420,1984-08-20,2021-06-16,PERSONAL,2621.69,false,GT,41.56,+50278597430|+50264938953,patricia.sofia.cifuentes.reyes.1029@correo.com,CORRIENTE|SEGURO|AHORRO|PRESTAMO,2026-02-14T23:28:27Z
C001030,Luis Sofia Rojas Martinez,DPI-6221537678708,2001-11-22,2025-12-05,PREMIUM,5217.20,false,MX,38.01,+50228510144,luis.sofia.rojas.martinez.1030@correo.com,TARJETA_DEBITO,2026-03-31T04:26:33Z
C001031,Paola Sofia Ramirez Pineda,DPI-5103356836247,1980-10-17,2025-11-10,PERSONAL,2528.08,false,GT,44.83,+50272231410,paola.sofia.ramirez.pineda.1031@correo.com,INVERSION|PRESTAMO|TARJETA_DEBITO,2026-03-25T17:30:54Z
C001032,Fernanda Pablo Garcia Flores,DPI-8090195110065,1964-01-29,2026-04-09,PREMIUM,4003.99,false,GT,36.54,+50225239801|+50230984263,fernanda.pablo.garcia.flores.1032@correo.com,INVERSION|CORRIENTE,2026-03-23T23:53:24Z
C001033,Silvia Fernanda Diaz Hernandez,DPI-8032955954346,1993-01-21,2023-10-31,PYME,14898.40,false,MX,23.23,+50229794930,silvia.fernanda.diaz.hernandez.1033@correo.com,CORRIENTE|AHORRO|SEGURO,2026-03-06T01:07:37Z
C001034,Paola Patricia Gonzalez Reyes,DPI-2428639521252,1963-08-22,2020-03-10,PERSONAL,3275.87,false,GT,26.44,+50229689046,paola.patricia.gonzalez.reyes.1034@correo.com,CORRIENTE|INVERSION,2026-01-08T06:34:31Z
C001035,Carlos Lucia Ramirez Cruz,DPI-3193444961372,1982-07-27,2021-11-16,PERSONAL,459.73,false,CR,44.65,+50257276779,carlos.lucia.ramirez.cruz.1035@correo.com,PRESTAMO,2026-04-19T01:51:19Z
C001036,Luis Paola Diaz Garcia,DPI-1086540870392,1992-09-27,2018-08-09,PERSONAL,1265.82,false,GT,44.71,+50234386208|+50261434578,luis.paola.diaz.garcia.1036@correo.com,CORRIENTE,2026-03-01T11:35:22Z
C001037,Sofia Monica Ruiz Garcia,DPI-7351608732981,2004-06-12,2023-01-01,PREMIUM,9903.19,false,GT,25.73,+50256565261,sofia.monica.ruiz.garcia.1037@correo.com,INVERSION|SEGURO|TARJETA_DEBITO|CORRIENTE,2026-04-08T07:11:18Z
C001038,Maria Jose Morales Vasquez,DPI-5265854061462,1970-11-23,2021-07-25,PYME,8885.67,false,GT,23.07,+50250612496,maria.jose.morales.vasquez.1038@correo.com,SEGURO|TARJETA_CREDITO|INVERSION,2026-04-13T02:20:47Z
C001039,Monica Karla Castillo Vasquez,DPI-5504533300548,1979-12-14,2025-11-02,PERSONAL,3480.67,false,GT,44.61,+50264202765,monica.karla.castillo.vasquez.1039@correo.com,CORRIENTE,2026-03-24T02:17:48Z
C001040,Maria Rafael Morales Santos,DPI-5477033172261,1972-09-14,2024-12-17,PERSONAL,3392.59,false,GT,29.47,+50278798670,maria.rafael.morales.santos.1040@correo.com,TARJETA_CREDITO|AHORRO|INVERSION|CORRIENTE,2026-01-27T11:10:55Z
C001041,Fernanda Carlos Ramirez Martinez,DPI-5679025540731,1979-01-08,2020-09-04,PERSONAL,3100.64,false,GT,25.57,+50222800095,fernanda.carlos.ramirez.martinez.1041@correo.com,CORRIENTE|INVERSION|PRESTAMO|AHORRO,2026-04-10T02:34:16Z
C001042,Carlos Juan Perez Gonzalez,DPI-3351421346658,1961-05-17,2023-05-28,PYME,2960.08,false,GT,18.83,+50271416488,carlos.juan.perez.gonzalez.1042@correo.com,PRESTAMO|INVERSION,2026-04-17T06:31:04Z
C001043,Ana Gabriela Pineda Garcia,DPI-3141965682930,1974-10-19,2023-06-29,PYME,16049.94,false,GT,43.01,+50240193411,ana.gabriela.pineda.garcia.1043@correo.com,INVERSION|TARJETA_DEBITO|AHORRO|SEGURO,2026-01-12T00:17:43Z
C001044,Fernanda Monica Castillo Reyes,DPI-2955898368161,2002-01-17,2019-03-16,PERSONAL,991.92,false,SV,34.14,+50262501504|+50258879964,fernanda.monica.castillo.reyes.1044@correo.com,SEGURO,2026-03-06T02:14:15Z
C001045,Andres Patricia Ruiz Morales,DPI-8708745719135,1972-07-31,2025-05-17,PERSONAL,1162.66,false,PA,37.74,+50226411834,andres.patricia.ruiz.morales.1045@correo.com,TARJETA_CREDITO|INVERSION,2026-01-03T04:54:49Z
C001046,Maria Luis Cifuentes Diaz,DPI-5213863440361,1987-12-31,2025-05-30,PERSONAL,1347.94,true,GT,51.70,+50234629355|+50236353678,maria.luis.cifuentes.diaz.1046@correo.com,TARJETA_CREDITO|INVERSION|AHORRO|PRESTAMO,2026-01-12T11:17:16Z
C001047,Valeria Karla Ramirez Diaz,DPI-6865411080673,1978-07-22,2020-12-13,PERSONAL,2644.07,false,GT,37.52,+50227169094|+50225483024,valeria.karla.ramirez.diaz.1047@correo.com,CORRIENTE|PRESTAMO,2026-02-07T15:11:27Z
C001048,Pablo Camila Garcia Mendez,DPI-7307493243324,1982-02-16,2019-10-30,PERSONAL,2822.31,false,GT,31.59,+50249917291,pablo.camila.garcia.mendez.1048@correo.com,PRESTAMO|INVERSION|SEGURO|AHORRO,2026-02-10T04:57:22Z
C001049,Carlos Sofia Martinez Perez,DPI-2378170997209,1979-06-27,2022-11-26,PERSONAL,2714.41,false,GT,28.37,+50247367892,carlos.sofia.martinez.perez.1049@correo.com,TARJETA_CREDITO|AHORRO|SEGURO|CORRIENTE,2026-02-18T21:50:36Z
C001050,Miguel Natalia Gonzalez Ramirez,DPI-5553181065646,1964-01-13,2023-02-12,PERSONAL,962.58,false,GT,23.85,+50245387216|+50226875201,miguel.natalia.gonzalez.ramirez.1050@correo.com,AHORRO,2026-03-08T19:34:03Z
C001051,Karla Fernanda Martinez Gonzalez,DPI-5512571204508,1981-05-23,2019-09-02,PREMIUM,5795.29,false,GT,48.30,+50230294466,karla.fernanda.martinez.gonzalez.1051@correo.com,INVERSION|TARJETA_DEBITO,2026-03-10T05:09:16Z
C001052,Paola Alberto Mendez Rojas,DPI-2628517680200,1973-01-12,2026-03-04,PYME,12902.62,false,GT,37.56,+50221315034,paola.alberto.mendez.rojas.1052@correo.com,CORRIENTE|TARJETA_CREDITO|AHORRO|INVERSION,2026-03-02T21:17:24Z
C001053,Jorge Sofia Gonzalez Cifuentes,DPI-4194597328689,1970-10-26,2025-01-05,PERSONAL,3255.98,false,GT,26.65,+50255020431,jorge.sofia.gonzalez.cifuentes.1053@correo.com,TARJETA_CREDITO|CORRIENTE|TARJETA_DEBITO|AHORRO,2026-03-03T00:07:08Z
C001054,Lucia Jose Cifuentes Gonzalez,DPI-7905521596091,1976-05-30,2021-01-18,PYME,3346.01,false,CR,48.22,+50278729778|+50256308596,lucia.jose.cifuentes.gonzalez.1054@correo.com,PRESTAMO|TARJETA_DEBITO|SEGURO,2026-02-19T11:39:11Z
C001055,Silvia Sofia Vasquez Mendez,DPI-6127480913497,1973-12-03,2025-07-10,CORPORATIVO,23360.72,false,GT,37.82,+50273017709|+50234498760,silvia.sofia.vasquez.mendez.1055@correo.com,TARJETA_CREDITO|AHORRO,2026-04-06T19:16:26Z
C001056,Patricia Maria Mendez Mendez,DPI-7006042898008,1969-09-04,2022-03-11,PERSONAL,2802.79,false,GT,18.22,+50232169531,patricia.maria.mendez.mendez.1056@correo.com,CORRIENTE|INVERSION|TARJETA_DEBITO,2026-01-23T15:04:46Z
C001057,Camila Oscar Garcia Perez,DPI-7827101500728,1973-05-20,2020-01-24,PREMIUM,7693.78,false,GT,38.83,+50276171177,camila.oscar.garcia.perez.1057@correo.com,SEGURO|AHORRO|INVERSION,2026-04-18T08:34:36Z
C001058,Monica Alberto Rojas Morales,DPI-2499437258187,1991-12-31,2019-07-24,PERSONAL,1197.24,false,GT,23.13,+50270855914,monica.alberto.rojas.morales.1058@correo.com,TARJETA_CREDITO|CORRIENTE|INVERSION|TARJETA_DEBITO,2026-04-20T05:44:41Z
C001059,Silvia Rafael Lopez Hernandez,DPI-7347466323404,1958-04-16,2019-05-06,PERSONAL,756.50,false,GT,37.76,+50222849254,silvia.rafael.lopez.hernandez.1059@correo.com,TARJETA_DEBITO|PRESTAMO|CORRIENTE,2026-03-17T07:05:04Z
C001060,Monica Esteban Cifuentes Lopez,DPI-4675710799464,1966-09-01,2026-03-04,PERSONAL,2560.29,true,GT,48.81,+50226401385|+50267477574,monica.esteban.cifuentes.lopez.1060@correo.com,AHORRO|PRESTAMO|CORRIENTE|TARJETA_DEBITO,2026-03-16T12:31:16Z
C001061,Jorge Luis Cruz Rojas,DPI-1733659010945,1999-05-23,2018-04-24,PYME,7443.06,false,GT,25.22,+50228999305|+50239287961,jorge.luis.cruz.rojas.1061@correo.com,CORRIENTE|INVERSION|SEGURO|PRESTAMO,2026-01-16T17:04:27Z
C001062,Silvia Sofia Pineda Gonzalez,DPI-8577574611736,1983-06-11,2024-09-16,PERSONAL,1530.37,false,GT,23.21,+50234197027,silvia.sofia.pineda.gonzalez.1062@correo.com,AHORRO|CORRIENTE,2026-03-26T17:27:44Z
C001063,Mario Monica Cifuentes Gonzalez,DPI-3465369230889,1973-10-06,2018-11-13,PERSONAL,1714.01,false,GT,32.40,+50276118048,mario.monica.cifuentes.gonzalez.1063@correo.com,INVERSION|SEGURO,2026-02-19T13:02:11Z
C001064,Ana Ricardo Garcia Castillo,DPI-4290896303827,1965-09-03,2024-01-09,PYME,11432.20,false,GT,24.43,+50238869121,ana.ricardo.garcia.castillo.1064@correo.com,CORRIENTE|PRESTAMO|TARJETA_CREDITO|TARJETA_DEBITO,2026-04-02T15:46:18Z
C001065,Silvia Jose Martinez Hernandez,DPI-4807876023512,2000-02-08,2018-08-25,PERSONAL,2850.06,false,GT,29.70,+50271972410,silvia.jose.martinez.hernandez.1065@correo.com,AHORRO|CORRIENTE,2026-03-16T13:37:43Z
C001066,Carlos Fernanda Martinez Flores,DPI-3664410304756,1971-10-31,2020-05-02,PERSONAL,2418.64,false,GT,19.65,+50247401303|+50249922640,carlos.fernanda.martinez.flores.1066@correo.com,INVERSION|PRESTAMO,2026-02-02T09:33:42Z
C001067,Esteban Silvia Garcia Cruz,DPI-8964636053560,1984-08-13,2024-10-09,PERSONAL,763.74,false,GT,21.01,+50255170147|+50228061240,esteban.silvia.garcia.cruz.1067@correo.com,TARJETA_DEBITO|PRESTAMO|AHORRO,2026-02-18T04:25:06Z
C001068,Ana Camila Cifuentes Gonzalez,DPI-2430854686652,1973-10-01,2023-07-09,PERSONAL,3024.83,false,GT,27.26,+50256125377,ana.camila.cifuentes.gonzalez.1068@correo.com,SEGURO|INVERSION|TARJETA_CREDITO|AHORRO,2026-02-15T03:29:02Z
C001069,Esteban Daniela Ramirez Rojas,DPI-3040343470531,2005-03-11,2026-03-15,PERSONAL,3190.63,false,GT,38.83,+50260748492|+50278992412,esteban.daniela.ramirez.rojas.1069@correo.com,TARJETA_CREDITO|PRESTAMO,2026-03-12T00:57:58Z
C001070,Rafael Alberto Perez Perez,DPI-3326709372539,1989-05-31,2018-12-24,PERSONAL,3473.33,false,GT,29.86,+50222399094,rafael.alberto.perez.perez.1070@correo.com,SEGURO|TARJETA_CREDITO|TARJETA_DEBITO|AHORRO,2026-04-20T11:52:19Z
C001071,Mario Silvia Rojas Cruz,DPI-7630216044508,2002-06-01,2025-01-22,PERSONAL,1721.29,false,CR,26.16,+50272030433,mario.silvia.rojas.cruz.1071@correo.com,PRESTAMO|SEGURO|CORRIENTE,2026-01-18T03:52:43Z
C001072,Jorge Karla Cifuentes Castillo,DPI-3644580566672,1973-06-03,2021-10-02,PERSONAL,2330.65,false,GT,39.47,+50231900324,jorge.karla.cifuentes.castillo.1072@correo.com,INVERSION|TARJETA_DEBITO|AHORRO,2026-02-08T19:01:50Z
C001073,Juan Rafael Garcia Castillo,DPI-7668064382785,2003-04-14,2020-02-24,PERSONAL,1907.09,false,GT,35.66,+50240033584,juan.rafael.garcia.castillo.1073@correo.com,AHORRO,2026-01-01T21:28:23Z
C001074,Valeria Lucia Martinez Diaz,DPI-3107875368612,1958-11-16,2018-11-16,PERSONAL,1768.90,false,GT,39.82,+50266173494,valeria.lucia.martinez.diaz.1074@correo.com,AHORRO|SEGURO,2026-01-25T10:10:58Z
C001075,Valeria Paola Santos Reyes,DPI-5515744659271,1958-04-25,2024-01-10,PERSONAL,2717.56,false,GT,31.81,+50254322978,valeria.paola.santos.reyes.1075@correo.com,TARJETA_DEBITO|PRESTAMO|INVERSION,2026-04-17T18:47:29Z
C001076,Natalia Daniela Ramirez Martinez,DPI-2130509413338,1965-08-04,2021-06-23,CORPORATIVO,12023.63,false,GT,29.57,+50278886317|+50269149480,natalia.daniela.ramirez.martinez.1076@correo.com,INVERSION|TARJETA_DEBITO|TARJETA_CREDITO|AHORRO,2026-02-08T01:53:28Z
